Id,DateOfPrice,Value
share_1,08/22/2022 00:00:00,10
share_2,08/22/2022 00:00:00,10
share_3,08/22/2022 00:00:00,10
share_4,08/22/2022 00:00:00,10
share_5,08/22/2022 00:00:00,10
share_1,08/23/2022 00:00:00,10.049941072132608
share_2,08/23/2022 00:00:00,9.96893979970098
share_3,08/23/2022 00:00:00,10.278701935598027
share_4,08/23/2022 00:00:00,9.907437655329332
share_5,08/23/2022 00:00:00,10.055894436415535
share_1,08/24/2022 00:00:00,10.091732567218646
share_2,08/24/2022 00:00:00,9.996312698935922
share_3,08/24/2022 00:00:00,10.100998739615354
share_4,08/24/2022 00:00:00,9.967981751052044
share_5,08/24/2022 00:00:00,10.102895683592584
share_1,08/25/2022 00:00:00,10.22349748042104
share_2,08/25/2022 00:00:00,10.085462170374017
share_3,08/25/2022 00:00:00,10.110918012519338
share_4,08/25/2022 00:00:00,9.875784115998973
share_5,08/25/2022 00:00:00,9.835779569257202
share_1,08/26/2022 00:00:00,10.127583710017653
share_2,08/26/2022 00:00:00,10.02790723638879
share_3,08/26/2022 00:00:00,10.175564318631023
share_4,08/26/2022 00:00:00,9.882977225529263
share_5,08/26/2022 00:00:00,9.916667623906244
share_1,08/29/2022 00:00:00,10.051153781732182
share_2,08/29/2022 00:00:00,10.033331157164335
share_3,08/29/2022 00:00:00,10.319163292563456
share_4,08/29/2022 00:00:00,9.885937053652324
share_5,08/29/2022 00:00:00,9.90589315808782
share_1,08/30/2022 00:00:00,10.170147167299918
share_2,08/30/2022 00:00:00,10.067104106992936
share_3,08/30/2022 00:00:00,10.208495604724593
share_4,08/30/2022 00:00:00,9.932519703827163
share_5,08/30/2022 00:00:00,10.030251826347161
share_1,08/31/2022 00:00:00,10.371365819250835
share_2,08/31/2022 00:00:00,10.013521199503888
share_3,08/31/2022 00:00:00,10.250034762212529
share_4,08/31/2022 00:00:00,10.034940925379136
share_5,08/31/2022 00:00:00,10.153207743880419
share_1,09/01/2022 00:00:00,10.081107586898039
share_2,09/01/2022 00:00:00,9.987929314188065
share_3,09/01/2022 00:00:00,10.385809659515699
share_4,09/01/2022 00:00:00,9.925700523911122
share_5,09/01/2022 00:00:00,10.118233020399993
share_1,09/02/2022 00:00:00,9.985457954573626
share_2,09/02/2022 00:00:00,9.937506324711753
share_3,09/02/2022 00:00:00,10.514538327303098
share_4,09/02/2022 00:00:00,9.780262621522024
share_5,09/02/2022 00:00:00,10.087304646049304
share_1,09/05/2022 00:00:00,9.857120563869497
share_2,09/05/2022 00:00:00,10.019295734661553
share_3,09/05/2022 00:00:00,10.68993198828007
share_4,09/05/2022 00:00:00,9.845107738226048
share_5,09/05/2022 00:00:00,9.993014112120392
share_1,09/06/2022 00:00:00,9.978791032424372
share_2,09/06/2022 00:00:00,9.871177647242048
share_3,09/06/2022 00:00:00,10.635030414403683
share_4,09/06/2022 00:00:00,9.781805626137373
share_5,09/06/2022 00:00:00,10.000579324939821
share_1,09/07/2022 00:00:00,10.306214797988716
share_2,09/07/2022 00:00:00,9.863516062416155
share_3,09/07/2022 00:00:00,11.094000443110545
share_4,09/07/2022 00:00:00,9.798839823699302
share_5,09/07/2022 00:00:00,9.860509693072267
share_1,09/08/2022 00:00:00,10.271050717063991
share_2,09/08/2022 00:00:00,9.924001495717581
share_3,09/08/2022 00:00:00,10.8783533395274
share_4,09/08/2022 00:00:00,9.729607042480298
share_5,09/08/2022 00:00:00,9.855270686050746
share_1,09/09/2022 00:00:00,10.280544201035475
share_2,09/09/2022 00:00:00,9.736726492911233
share_3,09/09/2022 00:00:00,10.876452035395335
share_4,09/09/2022 00:00:00,9.535211010250231
share_5,09/09/2022 00:00:00,9.715772785992215
share_1,09/12/2022 00:00:00,10.499974179134144
share_2,09/12/2022 00:00:00,9.758636903943675
share_3,09/12/2022 00:00:00,11.02242904017109
share_4,09/12/2022 00:00:00,9.638279110288872
share_5,09/12/2022 00:00:00,9.56010965004538
share_1,09/13/2022 00:00:00,10.724943059597996
share_2,09/13/2022 00:00:00,9.74602830999891
share_3,09/13/2022 00:00:00,11.196158000009415
share_4,09/13/2022 00:00:00,9.698306110580281
share_5,09/13/2022 00:00:00,9.476223996110766
share_1,09/14/2022 00:00:00,10.800979349164006
share_2,09/14/2022 00:00:00,9.813946553204918
share_3,09/14/2022 00:00:00,11.052930775283981
share_4,09/14/2022 00:00:00,9.726679923066966
share_5,09/14/2022 00:00:00,9.54399961345246
share_1,09/15/2022 00:00:00,10.967080971804045
share_2,09/15/2022 00:00:00,9.560288062960836
share_3,09/15/2022 00:00:00,10.922541171175844
share_4,09/15/2022 00:00:00,9.874666235395244
share_5,09/15/2022 00:00:00,9.41268231228441
share_1,09/16/2022 00:00:00,10.962204300312523
share_2,09/16/2022 00:00:00,9.665619510619024
share_3,09/16/2022 00:00:00,11.063425405857416
share_4,09/16/2022 00:00:00,10.024545828716798
share_5,09/16/2022 00:00:00,9.550763871987712
share_1,09/19/2022 00:00:00,11.01816682203653
share_2,09/19/2022 00:00:00,9.70080581757766
share_3,09/19/2022 00:00:00,11.026240265501688
share_4,09/19/2022 00:00:00,10.008916624597246
share_5,09/19/2022 00:00:00,9.625888490732477
share_1,09/20/2022 00:00:00,11.117097250539626
share_2,09/20/2022 00:00:00,9.664080908114036
share_3,09/20/2022 00:00:00,11.100555278015928
share_4,09/20/2022 00:00:00,10.112888832396505
share_5,09/20/2022 00:00:00,9.57089283419354
share_1,09/21/2022 00:00:00,11.16066767884416
share_2,09/21/2022 00:00:00,9.625658525648207
share_3,09/21/2022 00:00:00,11.206170981605279
share_4,09/21/2022 00:00:00,10.296975943979254
share_5,09/21/2022 00:00:00,9.419738154027673
share_1,09/22/2022 00:00:00,11.144358113757404
share_2,09/22/2022 00:00:00,9.899012116932104
share_3,09/22/2022 00:00:00,10.909946304871156
share_4,09/22/2022 00:00:00,10.349942074031267
share_5,09/22/2022 00:00:00,9.421034745697053
share_1,09/23/2022 00:00:00,11.053083651474806
share_2,09/23/2022 00:00:00,9.788574030568467
share_3,09/23/2022 00:00:00,10.781476385595274
share_4,09/23/2022 00:00:00,10.208695056174111
share_5,09/23/2022 00:00:00,9.450240605251501
share_1,09/26/2022 00:00:00,11.212251578884796
share_2,09/26/2022 00:00:00,9.720328386858915
share_3,09/26/2022 00:00:00,10.763860354071616
share_4,09/26/2022 00:00:00,10.237079888178702
share_5,09/26/2022 00:00:00,9.489200945161738
share_1,09/27/2022 00:00:00,11.133687851427796
share_2,09/27/2022 00:00:00,9.828594772961457
share_3,09/27/2022 00:00:00,10.621771852828926
share_4,09/27/2022 00:00:00,10.177598270296661
share_5,09/27/2022 00:00:00,9.521172384549512
share_1,09/28/2022 00:00:00,11.4762465444563
share_2,09/28/2022 00:00:00,9.939268548901701
share_3,09/28/2022 00:00:00,10.550101900423645
share_4,09/28/2022 00:00:00,10.024406826854973
share_5,09/28/2022 00:00:00,9.65090408552791
share_1,09/29/2022 00:00:00,11.470807416253725
share_2,09/29/2022 00:00:00,9.721054446784313
share_3,09/29/2022 00:00:00,10.465354539980002
share_4,09/29/2022 00:00:00,10.055183450217667
share_5,09/29/2022 00:00:00,9.79654825275719
share_1,09/30/2022 00:00:00,11.51860201361202
share_2,09/30/2022 00:00:00,9.874352779730666
share_3,09/30/2022 00:00:00,10.585706000394147
share_4,09/30/2022 00:00:00,10.06574969511814
share_5,09/30/2022 00:00:00,9.928492698580884
share_1,10/03/2022 00:00:00,11.396328105998533
share_2,10/03/2022 00:00:00,9.815860789966756
share_3,10/03/2022 00:00:00,10.47933054907771
share_4,10/03/2022 00:00:00,10.151890989735874
share_5,10/03/2022 00:00:00,10.009216395674214
share_1,10/04/2022 00:00:00,11.353004631913704
share_2,10/04/2022 00:00:00,9.82743029735112
share_3,10/04/2022 00:00:00,10.551019707871971
share_4,10/04/2022 00:00:00,10.351433594993155
share_5,10/04/2022 00:00:00,10.126018498764143
share_1,10/05/2022 00:00:00,11.318874515315152
share_2,10/05/2022 00:00:00,10.086783832710994
share_3,10/05/2022 00:00:00,10.399276547145544
share_4,10/05/2022 00:00:00,10.241063067542626
share_5,10/05/2022 00:00:00,10.000722732490633
share_1,10/06/2022 00:00:00,11.211880547499474
share_2,10/06/2022 00:00:00,10.174742938821014
share_3,10/06/2022 00:00:00,10.370944196908859
share_4,10/06/2022 00:00:00,10.131118336745931
share_5,10/06/2022 00:00:00,10.055589177673053
share_1,10/07/2022 00:00:00,11.204055225751231
share_2,10/07/2022 00:00:00,10.143739339143535
share_3,10/07/2022 00:00:00,10.287790196863977
share_4,10/07/2022 00:00:00,10.146602997149845
share_5,10/07/2022 00:00:00,9.994650475676618
share_1,10/10/2022 00:00:00,10.96338278549792
share_2,10/10/2022 00:00:00,10.25299126740984
share_3,10/10/2022 00:00:00,10.34492268523157
share_4,10/10/2022 00:00:00,10.180867148301154
share_5,10/10/2022 00:00:00,9.961397943962643
share_1,10/11/2022 00:00:00,10.76937731688355
share_2,10/11/2022 00:00:00,10.017420016382797
share_3,10/11/2022 00:00:00,10.153104772115357
share_4,10/11/2022 00:00:00,10.190394542635067
share_5,10/11/2022 00:00:00,9.87002697354446
share_1,10/12/2022 00:00:00,10.546324879903505
share_2,10/12/2022 00:00:00,9.924461225591399
share_3,10/12/2022 00:00:00,10.195708423191304
share_4,10/12/2022 00:00:00,10.065297847741215
share_5,10/12/2022 00:00:00,9.95212182884657
share_1,10/13/2022 00:00:00,10.68443766195624
share_2,10/13/2022 00:00:00,9.679081113941065
share_3,10/13/2022 00:00:00,9.958116834715597
share_4,10/13/2022 00:00:00,10.00679785160833
share_5,10/13/2022 00:00:00,9.909434036849342
share_1,10/14/2022 00:00:00,10.612581456778898
share_2,10/14/2022 00:00:00,9.765313445395458
share_3,10/14/2022 00:00:00,10.043238113727966
share_4,10/14/2022 00:00:00,10.02785488548223
share_5,10/14/2022 00:00:00,9.943187987369125
share_1,10/17/2022 00:00:00,10.302839562795587
share_2,10/17/2022 00:00:00,9.736929460943077
share_3,10/17/2022 00:00:00,10.191265919752366
share_4,10/17/2022 00:00:00,9.9406983886211
share_5,10/17/2022 00:00:00,10.155884367402923
share_1,10/18/2022 00:00:00,10.429846727329197
share_2,10/18/2022 00:00:00,9.704173266725487
share_3,10/18/2022 00:00:00,10.165687381211464
share_4,10/18/2022 00:00:00,10.041906803495984
share_5,10/18/2022 00:00:00,10.229760778175011
share_1,10/19/2022 00:00:00,10.458849977195527
share_2,10/19/2022 00:00:00,9.812635742516555
share_3,10/19/2022 00:00:00,10.03894346009308
share_4,10/19/2022 00:00:00,10.094557401254079
share_5,10/19/2022 00:00:00,10.34414710953901
share_1,10/20/2022 00:00:00,10.420366506309216
share_2,10/20/2022 00:00:00,9.9042922581314
share_3,10/20/2022 00:00:00,10.240498704614673
share_4,10/20/2022 00:00:00,10.37690384064749
share_5,10/20/2022 00:00:00,10.672719648612462
share_1,10/21/2022 00:00:00,10.55601499616267
share_2,10/21/2022 00:00:00,9.821863884343744
share_3,10/21/2022 00:00:00,10.240044545959964
share_4,10/21/2022 00:00:00,10.594943293098249
share_5,10/21/2022 00:00:00,10.617753364537638
